"long","lat","order","hole","piece","group","geo_dma"
-72.34685676,41.03972756,389,FALSE,"7","501.7",501
-72.38153041,41.07202295,390,FALSE,"7","501.7",501
-72.33529887,41.10680259,391,FALSE,"7","501.7",501
-72.2717305,41.02482199,392,FALSE,"7","501.7",501
-72.3121831,41.05463312,393,FALSE,"7","501.7",501
-72.35169494,41.04735366,394,FALSE,"7","501.7",501
-74.30013949,39.50197023,395,FALSE,"8","501.8",501
-74.13832908,39.69574256,396,FALSE,"8","501.8",501
-74.12099226,39.77275464,397,FALSE,"8","501.8",501
-74.09209754,39.75784907,398,FALSE,"8","501.8",501
-74.23079217,39.56904527,399,FALSE,"8","501.8",501
-74.30013949,39.50197023,400,FALSE,"8","501.8",501
-72.09836221,41.04718034,401,FALSE,"9","501.9",501
-72.13881481,41.09438129,402,FALSE,"9","501.9",501
-72.13303587,41.12419242,403,FALSE,"9","501.9",501
-72.07524644,41.09934981,404,FALSE,"9","501.9",501
-72.09836221,41.04718034,405,FALSE,"9","501.9",501
-72.03479383,41.25088971,406,FALSE,"10","501.10",501
-72.02323595,41.27573232,407,FALSE,"10","501.10",501
-71.91921498,41.29312214,408,FALSE,"10","501.10",501
-72.00012018,41.25337397,409,FALSE,"10","501.10",501
-72.03479383,41.25088971,410,FALSE,"10","501.10",501
-72.75138277,40.76397463,411,FALSE,"11","501.11",501
-72.72826699,40.77888019,412,FALSE,"11","501.11",501
-72.47977245,40.84098671,413,FALSE,"11","501.11",501
-72.49710927,40.83353393,414,FALSE,"11","501.11",501
-72.75138277,40.76397463,415,FALSE,"11","501.11",501
-73.97651868,40.37642997,416,TRUE,"12","501.12",501
-74.045866,40.31680771,417,TRUE,"12","501.12",501
-74.01119234,40.30687067,418,TRUE,"12","501.12",501
-73.97651868,40.37642997,419,TRUE,"12","501.12",501
-73.69912942,40.5826236,420,FALSE,"13","501.13",501
-73.75691885,40.5826236,421,FALSE,"13","501.13",501
-73.57777161,40.59256064,422,FALSE,"13","501.13",501
-73.58355056,40.58510786,423,FALSE,"13","501.13",501
-73.69912942,40.5826236,424,FALSE,"13","501.13",501
-74.18456063,39.72306943,425,FALSE,"14","501.14",501
-74.19033957,39.74294351,426,FALSE,"14","501.14",501
-74.16144486,39.73549073,427,FALSE,"14","501.14",501
-74.1672238,39.72058516,428,FALSE,"14","501.14",501
-74.18456063,39.72306943,429,FALSE,"14","501.14",501
-73.93606608,40.78136445,430,FALSE,"15","501.15",501
-73.92450819,40.80123854,431,FALSE,"15","501.15",501
-73.91295031,40.79378576,432,FALSE,"15","501.15",501
-73.92450819,40.78136445,433,FALSE,"15","501.15",501
-73.93606608,40.78136445,434,FALSE,"15","501.15",501
-72.45087773,40.9552627,435,FALSE,"16","501.16",501
-72.46243562,40.96271548,436,FALSE,"16","501.16",501
-72.4739935,40.97762104,437,FALSE,"16","501.16",501
-72.46821456,40.98507382,438,FALSE,"16","501.16",501
-72.45087773,40.9552627,439,FALSE,"16","501.16",501
-73.83204511,40.5950449,440,FALSE,"17","501.17",501
-73.82048722,40.60001343,441,FALSE,"17","501.17",501
-73.82626616,40.6397616,442,FALSE,"17","501.17",501
-73.81470828,40.60746621,443,FALSE,"17","501.17",501
-73.82048722,40.5950449,444,FALSE,"17","501.17",501
-73.83204511,40.5950449,445,FALSE,"17","501.17",501
-74.20189746,39.64854161,446,FALSE,"18","501.18",501
-74.20189746,39.66096291,447,FALSE,"18","501.18",501
-74.19033957,39.66096291,448,FALSE,"18","501.18",501
-74.19033957,39.65102587,449,FALSE,"18","501.18",501
-74.20189746,39.64854161,450,FALSE,"18","501.18",501
-73.88405559,40.78633297,451,FALSE,"19","501.19",501
-73.88983454,40.78633297,452,FALSE,"19","501.19",501
-73.88983454,40.79875428,453,FALSE,"19","501.19",501
-73.87249771,40.78881723,454,FALSE,"19","501.19",501
-73.88405559,40.78633297,455,FALSE,"19","501.19",501
-73.78003462,40.83850245,456,FALSE,"20","501.20",501
-73.79159251,40.84347097,457,FALSE,"20","501.20",501
-73.79159251,40.85837653,458,FALSE,"20","501.20",501
-73.78581356,40.85092375,459,FALSE,"20","501.20",501
-73.78003462,40.83850245,460,FALSE,"20","501.20",501
-73.26570869,40.64473012,461,FALSE,"21","501.21",501
-73.27726658,40.64721438,462,FALSE,"21","501.21",501
-73.27726658,40.64969864,463,FALSE,"21","501.21",501
-73.26570869,40.65963568,464,FALSE,"21","501.21",501
-73.26570869,40.64473012,465,FALSE,"21","501.21",501
-73.76847673,40.84595523,466,FALSE,"22","501.22",501
-73.77425568,40.84843949,467,FALSE,"22","501.22",501
-73.77425568,40.85837653,468,FALSE,"22","501.22",501
-73.76269779,40.85589227,469,FALSE,"22","501.22",501
-73.76847673,40.84595523,470,FALSE,"22","501.22",501
-72.3526357,41.04883651,471,TRUE,"23","501.23",501
-72.3526357,41.06457016,472,TRUE,"23","501.23",501
-72.36419359,41.06705442,473,TRUE,"23","501.23",501
-72.3526357,41.04883651,474,TRUE,"23","501.23",501
-73.30616129,40.64224586,475,FALSE,"24","501.24",501
-73.29460341,40.64969864,476,FALSE,"24","501.24",501
-73.28882446,40.64224586,477,FALSE,"24","501.24",501
-73.30616129,40.64224586,478,FALSE,"24","501.24",501
-74.02275023,40.68447829,479,FALSE,"25","501.25",501
